0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9526839136993729
1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.9618972918468875
2.0,200.0,0.0,0.0,0.0,0.0,0.0,0.9688073254575236
3.0,200.0,15.0,0.0,0.0,0.0,0.0,0.9739898506655006
4.0,200.0,76.0,0.0,0.0,0.0,0.0,0.9778767445714833
5.0,200.0,105.0,0.0,0.0,0.0,0.0,0.9807919150009704
6.0,200.0,134.0,0.0,0.0,12.0,15.0,0.9829782928230857
7.0,200.0,165.0,0.0,0.0,51.0,61.0,0.9846180761896722
8.0,200.0,187.0,0.0,0.0,107.0,106.0,0.9858479137146121
9.0,200.0,198.0,0.0,0.0,133.0,133.0,0.986770291858317
10.0,200.0,198.0,0.0,0.0,148.0,150.0,0.9874620754660957
11.0,200.0,198.0,0.0,0.0,161.0,157.0,0.9879809131719297
12.0,200.0,199.0,0.0,0.0,171.0,170.0,0.9883700414513052
13.0,200.0,200.0,0.0,0.0,177.0,177.0,0.9886618876608368
14.0,200.0,200.0,34.0,0.0,191.0,188.0,0.9888807723179855
15.0,200.0,200.0,123.0,0.0,194.0,194.0,0.9890449358108471
16.0,200.0,200.0,164.0,1.0,195.0,195.0,0.9891680584304933
17.0,200.0,200.0,177.0,9.0,195.0,196.0,0.9892604003952279
18.0,200.0,200.0,192.0,46.0,195.0,197.0,0.9893296568687788
19.0,200.0,200.0,196.0,121.0,198.0,199.0,0.9893815992239421
20.0,200.0,200.0,198.0,182.0,198.0,199.0,0.9894205559903145
21.0,200.0,200.0,199.0,197.0,198.0,199.0,0.9894497735650938
22.0,200.0,200.0,199.0,199.0,198.0,199.0,0.9894716867461782
23.0,200.0,200.0,199.0,200.0,198.0,199.0,0.9894881216319916
24.0,200.0,200.0,199.0,200.0,198.0,199.0,0.9895004477963516
25.0,200.0,200.0,199.0,200.0,198.0,199.0,0.9895096924196216
26.0,200.0,200.0,199.0,200.0,199.0,200.0,0.9895166258870741
27.0,200.0,200.0,199.0,200.0,199.0,200.0,0.9895218259876635
28.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895257260631055
29.0,200.0,200.0,200.0,200.0,199.0,200.0,0.989528651119687
30.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895308449121232
31.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895324902564503
32.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895337242646957
33.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895346497708797
34.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895353439005177
35.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895358644977462
36.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895362549456677
37.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895365477816087
38.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895367674085644
39.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895369321287812
40.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895370556689439
41.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895371483240658
42.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895372178154073
43.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895372699339133
44.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895373090227929
45.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895373383394526
46.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895373603269474
47.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895373768175685
48.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895373891855344
49.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895373984615087
50.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895374054184894
51.0,200.0,200.0,200.0,200.0,199.0,200.0,0.989537410636225
52.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895374145495267
53.0,200.0,200.0,200.0,200.0,199.0,200.0,0.989537417484503
54.0,200.0,200.0,200.0,200.0,199.0,200.0,0.9895374196857352
