0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.02,0.0,0.0,0.0,0.0
0.04,0.02,0.0,0.0,0.0,0.0
0.06,0.02,0.0,0.02,0.0,0.0
0.1,0.02,0.0,0.02,0.0,0.0
0.1,0.02,0.06,0.04,0.0,0.0
0.12,0.04,0.08,0.04,0.0,0.0
0.12,0.04,0.08,0.04,0.0,0.0
0.16,0.04,0.08,0.04,0.0,0.0
0.2,0.04,0.08,0.04,0.0,0.0
0.38,0.04,0.08,0.06,0.0,0.0
0.4,0.04,0.08,0.06,0.0,0.0
0.46,0.04,0.16,0.06,0.0,0.0
0.5,0.04,0.18,0.06,0.0,0.0
0.54,0.04,0.18,0.08,0.0,0.06
0.66,0.06,0.24,0.08,0.0,0.06
0.68,0.08,0.32,0.08,0.0,0.06
0.8,0.1,0.38,0.14,0.0,0.08
0.84,0.14,0.54,0.14,0.0,0.08
0.98,0.14,0.54,0.14,0.0,0.08
1.24,0.18,0.64,0.16,0.0,0.1
1.36,0.18,0.68,0.16,0.0,0.1
1.52,0.2,0.7,0.18,0.0,0.1
1.6,0.26,0.76,0.18,0.0,0.1
1.72,0.26,0.92,0.18,0.0,0.12
1.8,0.26,0.92,0.18,0.0,0.14
2.04,0.56,0.98,0.2,0.0,0.14
2.06,0.56,0.98,0.2,0.02,0.18
2.26,0.58,1.06,0.2,0.02,0.24
2.48,0.58,1.06,0.24,0.04,0.26
2.6,0.62,1.06,0.28,0.04,0.28
2.64,0.68,1.1,0.32,0.04,0.28
2.96,0.9,1.26,0.36,0.04,0.3
3.06,0.9,1.26,0.36,0.04,0.3
3.32,0.9,1.26,0.36,0.06,0.3
3.42,0.96,1.26,0.36,0.06,0.3
3.8,0.96,1.38,0.4,0.06,0.34
3.88,1.0,1.44,0.4,0.06,0.34
4.08,1.02,1.54,0.42,0.06,0.36
4.12,1.08,1.68,0.46,0.08,0.36
4.48,1.2,1.74,0.48,0.08,0.36
4.5,1.28,1.82,0.48,0.08,0.36
4.64,1.48,1.84,0.48,0.08,0.48
4.82,1.5,1.9,0.52,0.08,0.54
5.32,1.52,2.02,0.58,0.1,0.56
5.54,1.64,2.14,0.6,0.12,0.56
5.76,1.68,2.16,0.64,0.16,0.56
6.28,1.8,2.26,0.64,0.18,0.58
6.62,1.94,2.32,0.66,0.24,0.6
6.98,2.1,2.6,0.72,0.32,0.62
7.14,2.12,2.64,0.72,0.32,0.62
7.28,2.16,2.82,0.72,0.32,0.62
7.82,2.22,3.0,0.98,0.32,0.62
8.36,2.36,3.14,1.0,0.4,0.74
9.02,2.62,3.58,1.0,0.42,0.76
9.3,2.74,3.9,1.1,0.46,0.8
9.38,2.84,3.9,1.4,0.5,0.8
9.76,2.94,3.98,1.54,0.54,0.8
10.08,3.04,4.16,1.68,0.54,0.88
10.28,3.04,4.22,1.68,0.54,0.94
10.64,3.12,4.3,1.7,0.56,1.02
11.04,3.36,4.42,1.78,0.68,1.06
11.22,3.38,4.42,1.86,0.74,1.08
11.36,3.52,4.52,1.92,0.8,1.08
11.76,3.7,4.9,2.0,0.82,1.14
11.98,3.8,5.18,2.18,0.86,1.18
13.08,4.02,5.5,2.24,0.86,1.22
13.24,4.06,5.5,2.32,0.88,1.26
13.46,4.3,5.52,2.32,0.9,1.28
14.0,4.82,5.78,2.66,1.0,1.32
14.32,4.88,5.92,2.76,1.02,1.38
14.58,4.96,5.98,2.76,1.04,1.4
14.72,5.06,6.2,2.78,1.06,1.4
15.2,5.3,6.32,2.86,1.1,1.44
15.48,5.42,6.7,2.98,1.1,1.44
16.1,5.52,6.8,3.14,1.1,1.44
16.36,5.52,6.9,3.24,1.12,1.44
16.92,5.88,7.44,3.36,1.16,1.5
17.5,6.1,7.74,3.56,1.2,1.54
17.66,6.14,7.88,3.56,1.22,1.58
18.9,6.64,8.3,3.78,1.32,1.7
19.1,6.82,8.38,3.82,1.34,1.9
20.08,7.22,9.0,4.02,1.38,1.96
20.38,7.32,9.62,4.08,1.4,1.96
20.88,7.84,9.9,4.32,1.46,1.98
21.44,8.18,10.1,4.38,1.48,2.04
22.32,8.48,10.46,4.48,1.56,2.06
23.12,8.56,10.58,4.6,1.58,2.08
23.82,8.82,10.96,4.7,1.62,2.08
23.96,8.9,10.98,4.78,1.62,2.08
24.58,9.16,11.5,4.88,1.62,2.1
24.76,9.2,11.74,4.92,1.62,2.1
25.54,9.58,11.98,5.12,1.66,2.14
25.6,9.64,12.06,5.2,1.66,2.16
25.94,9.76,12.38,5.26,1.68,2.22
26.6,10.08,12.6,5.46,1.7,2.24
26.88,10.2,12.84,5.56,1.72,2.24
27.8,10.64,13.24,5.72,1.72,2.26
27.92,10.72,13.4,5.82,1.72,2.28
28.32,10.96,13.92,5.98,1.72,2.32
29.12,11.26,14.36,6.14,1.78,2.4
29.26,11.56,14.44,6.18,1.82,2.42
30.56,12.0,15.14,6.6,1.86,2.52
31.02,12.32,15.66,6.72,1.88,2.52
31.62,12.52,15.8,6.88,1.9,2.56
33.22,13.22,16.38,7.18,1.92,2.72
33.38,13.28,16.48,7.28,1.96,2.72
34.82,13.88,17.2,7.7,2.04,2.82
36.32,14.44,17.86,7.88,2.22,2.88
37.24,14.84,18.34,8.12,2.26,2.92
38.38,15.14,18.74,8.46,2.26,2.94
38.8,15.28,18.9,8.6,2.26,3.0
39.32,15.92,19.1,8.82,2.28,3.24
39.82,16.22,19.5,8.92,2.28,3.26
40.44,16.34,19.94,9.06,2.46,3.28
41.14,16.76,20.26,9.24,2.48,3.3
41.38,17.24,20.38,9.44,2.54,3.3
41.46,17.54,20.42,9.5,2.56,3.3
42.7,18.22,21.32,9.96,2.6,3.36
43.3,18.48,21.92,10.12,2.62,3.52
44.78,19.32,22.78,10.58,2.84,3.62
45.32,19.82,23.22,10.82,2.9,3.64
46.84,20.4,23.92,11.2,2.92,3.76
47.98,20.86,24.38,11.46,2.94,3.76
49.24,21.12,24.72,11.8,3.0,3.78
50.02,21.32,25.22,12.06,3.04,3.88
50.24,21.42,25.34,12.08,3.06,3.88
50.8,21.66,25.7,12.22,3.08,3.94
51.42,21.9,26.04,12.5,3.12,3.94
52.38,22.54,26.64,12.92,3.18,3.94
53.16,22.82,27.1,13.16,3.22,3.98
54.8,23.68,27.92,13.62,3.3,4.06
55.62,23.98,28.22,13.8,3.36,4.06
56.2,24.34,28.48,14.14,3.38,4.1
57.58,25.18,29.36,14.54,3.42,4.18
57.64,25.36,29.44,14.68,3.44,4.2
59.16,26.24,30.3,15.28,3.46,4.3
60.14,26.6,30.62,15.48,3.52,4.3
61.12,27.18,31.22,16.04,3.6,4.58
61.34,27.7,31.34,16.14,3.6,4.74
62.54,28.3,32.26,16.68,3.68,4.84
63.64,28.88,32.82,17.22,3.68,4.86
63.76,29.02,33.08,17.34,3.72,4.92
64.5,29.3,33.5,17.72,3.76,4.94
65.74,29.84,34.0,18.18,3.82,4.96
66.24,30.18,34.08,18.42,3.84,4.96
66.34,30.28,34.42,18.56,3.86,4.98
66.56,30.5,34.54,18.64,3.88,5.0
69.22,31.92,35.92,19.76,4.02,5.2
69.94,32.3,36.34,20.02,4.04,5.26
70.1,32.44,36.48,20.26,4.08,5.26
70.36,32.56,36.56,20.42,4.1,5.3
70.48,32.74,36.64,20.6,4.14,5.32
71.72,33.46,37.56,20.96,4.24,5.36
72.02,33.68,37.62,21.04,4.24,5.38
72.32,33.84,37.86,21.22,4.32,5.38
72.46,34.2,38.04,21.46,4.32,5.42
72.94,34.66,38.58,21.84,4.32,5.52
73.1,34.82,38.76,21.94,4.34,5.6
73.96,35.16,39.3,22.08,4.5,5.64
74.42,35.62,39.62,22.4,4.5,5.68
75.74,36.4,40.28,22.86,4.52,5.74
76.36,36.88,40.64,23.26,4.52,5.74
76.5,37.04,40.72,23.38,4.54,5.78
76.66,37.2,40.86,23.6,4.56,5.86
77.38,37.64,41.36,23.98,4.66,5.9
79.28,38.76,42.48,24.56,4.78,6.04
79.46,38.92,42.7,24.76,4.82,6.04
80.72,39.46,43.7,25.38,4.9,6.12
