0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9669151512521512
1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9726009556681218
2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9768653089800997
3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800635739640832
4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9824622727020708
5.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9842612967555614
6.0,100.0,1.0,0.0,0.0,2.0,2.0,0.0,0.9856105647956794
7.0,100.0,7.0,0.0,0.0,4.0,4.0,0.0,0.986622515825768
8.0,100.0,11.0,0.0,0.0,7.0,7.0,0.0,0.9873814790983344
9.0,100.0,15.0,0.0,0.0,15.0,15.0,0.0,0.9879507015527591
10.0,100.0,15.0,0.0,0.0,15.0,15.0,0.0,0.9883776183935777
11.0,100.0,24.0,23.0,0.0,15.0,15.0,0.0,0.9886978060241917
12.0,100.0,65.0,67.0,1.0,23.0,23.0,0.0,0.9889379467471521
13.0,100.0,80.0,83.0,23.0,37.0,37.0,0.0,0.9891180522893724
14.0,100.0,89.0,90.0,40.0,43.0,43.0,6.0,0.9892531314460377
15.0,100.0,91.0,94.0,47.0,51.0,51.0,13.0,0.9893544408135366
16.0,100.0,92.0,96.0,53.0,61.0,61.0,18.0,0.9894304228391608
17.0,100.0,95.0,99.0,59.0,69.0,69.0,22.0,0.989487409358379
18.0,100.0,97.0,99.0,64.0,73.0,73.0,25.0,0.9895301492477926
19.0,100.0,99.0,99.0,73.0,75.0,75.0,27.0,0.9895622041648529
20.0,100.0,99.0,99.0,74.0,81.0,81.0,34.0,0.989586245352648
21.0,100.0,99.0,99.0,78.0,86.0,86.0,36.0,0.9896042762434945
22.0,100.0,99.0,99.0,82.0,91.0,91.0,50.0,0.9896177994116292
23.0,100.0,99.0,99.0,85.0,94.0,94.0,74.0,0.9896279417877303
24.0,100.0,99.0,99.0,90.0,96.0,96.0,86.0,0.9896355485698061
25.0,100.0,99.0,99.0,95.0,96.0,96.0,94.0,0.9896412536563629
26.0,100.0,100.0,100.0,97.0,98.0,98.0,96.0,0.9896455324712805
27.0,100.0,100.0,100.0,97.0,98.0,98.0,97.0,0.9896487415824687
28.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,0.9896511484158599
29.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,0.9896529535409033
30.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,0.9896543073846858
31.0,100.0,100.0,100.0,99.0,99.0,99.0,100.0,0.9896553227675228
32.0,100.0,100.0,100.0,99.0,99.0,99.0,100.0,0.9896560843046505
33.0,100.0,100.0,100.0,99.0,99.0,99.0,100.0,0.9896566554574961
34.0,100.0,100.0,100.0,99.0,99.0,99.0,100.0,0.9896570838221305
35.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896574050956062
36.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896576460507129
37.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896578267670431
38.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896579623042907
39.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896580639572263
40.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896581401969281
41.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896581973767045
42.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896582402615367
43.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896582724251609
44.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896582965478791
45.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583146399176
46.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583282089466
47.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583383857183
48.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.989658346018297
49.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583517427311
50.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583560360567
51.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583592560508
52.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583616710465
53.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583634822932
54.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583648407282
55.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583658595546
56.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583666236742
57.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.989658367196764
58.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583676265813
59.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583679489444
60.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583681907166
61.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583683720458
62.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583685080427
63.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583686100404
64.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583686865387
65.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583687439123
66.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583687869426
67.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583688192153
68.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583688434198
69.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583688615732
70.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583688751883
71.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583688853996
72.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.989658368893058
73.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583688988019
74.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689031098
75.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689063407
76.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689087639
77.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689105813
78.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689119444
79.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689129667
80.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689137334
81.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689143084
82.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689147396
83.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689150631
84.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689153057
85.0,100.0,100.0,100.0,100.0,99.0,99.0,100.0,0.9896583689154876
