0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9557963614437587
1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.9642258531733188
2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.9705479719704888
3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.9752895610683663
4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.9788457528917744
5.0,100.0,5.0,0.0,0.0,0.0,0.0,0.9815128967593305
6.0,100.0,28.0,0.0,0.0,0.0,0.0,0.9835132546599976
7.0,100.0,48.0,0.0,0.0,0.0,0.0,0.9850135230854979
8.0,100.0,69.0,0.0,0.0,0.0,0.0,0.9861387244046231
9.0,100.0,84.0,0.0,0.0,0.0,0.0,0.9869826253939671
10.0,100.0,95.0,0.0,0.0,29.0,28.0,0.987615551135975
11.0,100.0,99.0,0.0,0.0,41.0,43.0,0.9880902454424809
12.0,100.0,99.0,0.0,0.0,58.0,59.0,0.9884462661723604
13.0,100.0,99.0,0.0,0.0,68.0,70.0,0.98871328171977
14.0,100.0,99.0,0.0,0.0,77.0,75.0,0.9889135433803272
15.0,100.0,100.0,39.0,0.0,85.0,84.0,0.9890637396257451
16.0,100.0,100.0,69.0,0.0,90.0,90.0,0.9891763868098086
17.0,100.0,100.0,84.0,0.0,97.0,97.0,0.9892608721978562
18.0,100.0,100.0,95.0,0.0,100.0,99.0,0.9893242362388919
19.0,100.0,100.0,98.0,17.0,100.0,100.0,0.9893717592696686
20.0,100.0,100.0,99.0,46.0,100.0,100.0,0.9894074015427512
21.0,100.0,100.0,99.0,77.0,100.0,100.0,0.9894341332475631
22.0,100.0,100.0,99.0,91.0,100.0,100.0,0.9894541820261721
23.0,100.0,100.0,99.0,95.0,100.0,100.0,0.9894692186101288
24.0,100.0,100.0,99.0,97.0,100.0,100.0,0.9894804960480963
25.0,100.0,100.0,99.0,98.0,100.0,100.0,0.9894889541265719
26.0,100.0,100.0,99.0,99.0,100.0,100.0,0.9894952976854287
27.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895000553545712
28.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895036236064281
29.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895062997953208
30.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895083069369903
31.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895098122932424
32.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895109413104315
33.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895117880733233
34.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895124231454921
35.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895128994496188
36.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895132566777138
37.0,100.0,100.0,100.0,99.0,100.0,100.0,0.989513524598785
38.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895137255395885
39.0,100.0,100.0,100.0,99.0,100.0,100.0,0.989513876245191
40.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895139892743929
41.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895140740462944
42.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895141376252206
43.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895141853094152
44.0,100.0,100.0,100.0,99.0,100.0,100.0,0.989514221072561
45.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895142478949205
46.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895142680116901
47.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895142830992673
48.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895142944149502
49.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143029017124
50.0,100.0,100.0,100.0,99.0,100.0,100.0,0.989514309266784
51.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143140405877
52.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143176209404
53.0,100.0,100.0,100.0,99.0,100.0,100.0,0.989514320306205
54.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143223201535
55.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143238306148
56.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143249634608
57.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143258130953
58.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143264503212
59.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143269282406
60.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143272866802
61.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143275555098
62.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143277571321
63.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143279083488
64.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143280217613
65.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143281068207
66.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143281706152
67.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143282184611
68.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143282543455
69.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143282812588
70.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143283014438
71.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143283165826
72.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143283279366
73.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143283364521
74.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143283428388
75.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143283476289
76.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143283512213
77.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143283539157
78.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143283559364
79.0,100.0,100.0,100.0,99.0,100.0,100.0,0.989514328357452
80.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143283585888
81.0,100.0,100.0,100.0,99.0,100.0,100.0,0.9895143283594413
